/root/miniconda3/envs/diffsheg/lib/python3.9/site-packages/mmcv/__init__.py:20: UserWarning: On January 1, 2023, MMCV will release v2.0.0, in which it will remove components related to the training process and add a data transformation module. In addition, it will rename the package names mmcv to mmcv-lite and mmcv-full to mmcv. See https://github.com/open-mmlab/mmcv/blob/master/docs/en/compatibility.md for more details.
  warnings.warn(
2026-08-30 17:56:28.934 | INFO     | datasets.beat:build_cache:440 - Audio bit rate: 16000
2026-08-30 17:56:30.267 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_102_102 and Pose 1_wayne_0_102_102 ---- #
2026-08-30 17:56:30.278 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 58s, pose: 58s, facial: 58s
2026-08-30 17:56:30.278 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 870, length 34
2026-08-30 17:56:30.278 | INFO     | datasets.beat:_sample_from_clip:641 - 84 clips is expected with stride 10
2026-08-30 17:56:30.278 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 928000, length 36266
2026-08-30 17:56:30.596 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_103_103 ---- #
2026-08-30 17:56:30.609 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_103_103 and Pose 1_wayne_0_103_103 ---- #
2026-08-30 17:56:30.610 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_103_103 and Pose 1_wayne_0_103_103 ---- #
2026-08-30 17:56:30.623 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_103_103 and Pose 1_wayne_0_103_103 ---- #
2026-08-30 17:56:30.632 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 69s, pose: 69s, facial: 69s
2026-08-30 17:56:30.632 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1035, length 34
2026-08-30 17:56:30.632 | INFO     | datasets.beat:_sample_from_clip:641 - 101 clips is expected with stride 10
2026-08-30 17:56:30.632 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1104000, length 36266
2026-08-30 17:56:30.997 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_104_104 ---- #
2026-08-30 17:56:31.010 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_104_104 and Pose 1_wayne_0_104_104 ---- #
2026-08-30 17:56:31.011 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_104_104 and Pose 1_wayne_0_104_104 ---- #
2026-08-30 17:56:31.025 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_104_104 and Pose 1_wayne_0_104_104 ---- #
2026-08-30 17:56:31.034 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 71s, pose: 71s, facial: 71s
2026-08-30 17:56:31.034 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1065, length 34
2026-08-30 17:56:31.034 | INFO     | datasets.beat:_sample_from_clip:641 - 104 clips is expected with stride 10
2026-08-30 17:56:31.034 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1136000, length 36266
2026-08-30 17:56:31.396 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_105_105 ---- #
2026-08-30 17:56:31.404 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_105_105 and Pose 1_wayne_0_105_105 ---- #
2026-08-30 17:56:31.405 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_105_105 and Pose 1_wayne_0_105_105 ---- #
2026-08-30 17:56:31.414 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_105_105 and Pose 1_wayne_0_105_105 ---- #
2026-08-30 17:56:31.419 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 46s, pose: 46s, facial: 46s
2026-08-30 17:56:31.420 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 690, length 34
2026-08-30 17:56:31.420 | INFO     | datasets.beat:_sample_from_clip:641 - 66 clips is expected with stride 10
2026-08-30 17:56:31.420 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 736000, length 36266
2026-08-30 17:56:31.668 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_106_106 ---- #
2026-08-30 17:56:31.677 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_106_106 and Pose 1_wayne_0_106_106 ---- #
2026-08-30 17:56:31.677 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_106_106 and Pose 1_wayne_0_106_106 ---- #
2026-08-30 17:56:31.686 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_106_106 and Pose 1_wayne_0_106_106 ---- #
2026-08-30 17:56:31.692 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 46s, pose: 46s, facial: 46s
2026-08-30 17:56:31.692 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 690, length 34
2026-08-30 17:56:31.692 | INFO     | datasets.beat:_sample_from_clip:641 - 66 clips is expected with stride 10
2026-08-30 17:56:31.692 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 736000, length 36266
2026-08-30 17:56:31.983 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_107_107 ---- #
2026-08-30 17:56:31.995 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_107_107 and Pose 1_wayne_0_107_107 ---- #
2026-08-30 17:56:31.996 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_107_107 and Pose 1_wayne_0_107_107 ---- #
2026-08-30 17:56:32.008 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_107_107 and Pose 1_wayne_0_107_107 ---- #
2026-08-30 17:56:32.016 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 44s, pose: 44s, facial: 44s
2026-08-30 17:56:32.016 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 660, length 34
2026-08-30 17:56:32.016 | INFO     | datasets.beat:_sample_from_clip:641 - 63 clips is expected with stride 10
2026-08-30 17:56:32.016 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 704000, length 36266
2026-08-30 17:56:32.238 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_108_108 ---- #
2026-08-30 17:56:32.249 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_108_108 and Pose 1_wayne_0_108_108 ---- #
2026-08-30 17:56:32.250 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_108_108 and Pose 1_wayne_0_108_108 ---- #
2026-08-30 17:56:32.261 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_108_108 and Pose 1_wayne_0_108_108 ---- #
2026-08-30 17:56:32.268 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 56s, pose: 56s, facial: 56s
2026-08-30 17:56:32.268 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 840, length 34
2026-08-30 17:56:32.268 | INFO     | datasets.beat:_sample_from_clip:641 - 81 clips is expected with stride 10
2026-08-30 17:56:32.268 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 896000, length 36266
2026-08-30 17:56:32.536 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_109_109 ---- #
2026-08-30 17:56:32.545 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_109_109 and Pose 1_wayne_0_109_109 ---- #
2026-08-30 17:56:32.545 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_109_109 and Pose 1_wayne_0_109_109 ---- #
2026-08-30 17:56:32.555 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_109_109 and Pose 1_wayne_0_109_109 ---- #
2026-08-30 17:56:32.561 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 48s, pose: 48s, facial: 48s
2026-08-30 17:56:32.561 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 720, length 34
2026-08-30 17:56:32.561 | INFO     | datasets.beat:_sample_from_clip:641 - 69 clips is expected with stride 10
2026-08-30 17:56:32.561 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 768000, length 36266
2026-08-30 17:56:32.793 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_10_10 ---- #
2026-08-30 17:56:32.804 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_10_10 and Pose 1_wayne_0_10_10 ---- #
2026-08-30 17:56:32.805 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_10_10 and Pose 1_wayne_0_10_10 ---- #
2026-08-30 17:56:32.951 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_10_10 and Pose 1_wayne_0_10_10 ---- #
2026-08-30 17:56:32.959 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 60s, pose: 60s, facial: 60s
2026-08-30 17:56:32.959 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 900, length 34
2026-08-30 17:56:32.959 | INFO     | datasets.beat:_sample_from_clip:641 - 87 clips is expected with stride 10
2026-08-30 17:56:32.959 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 960000, length 36266
2026-08-30 17:56:33.253 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_110_110 ---- #
2026-08-30 17:56:33.262 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_110_110 and Pose 1_wayne_0_110_110 ---- #
2026-08-30 17:56:33.262 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_110_110 and Pose 1_wayne_0_110_110 ---- #
2026-08-30 17:56:33.271 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_110_110 and Pose 1_wayne_0_110_110 ---- #
2026-08-30 17:56:33.277 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 45s, pose: 45s, facial: 45s
2026-08-30 17:56:33.277 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 675, length 34
2026-08-30 17:56:33.277 | INFO     | datasets.beat:_sample_from_clip:641 - 65 clips is expected with stride 10
2026-08-30 17:56:33.277 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 720000, length 36266
2026-08-30 17:56:33.549 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_111_111 ---- #
2026-08-30 17:56:33.560 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_111_111 and Pose 1_wayne_0_111_111 ---- #
2026-08-30 17:56:33.561 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_111_111 and Pose 1_wayne_0_111_111 ---- #
2026-08-30 17:56:33.573 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_111_111 and Pose 1_wayne_0_111_111 ---- #
2026-08-30 17:56:33.581 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 63s, pose: 63s, facial: 63s
2026-08-30 17:56:33.582 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 945, length 34
2026-08-30 17:56:33.582 | INFO     | datasets.beat:_sample_from_clip:641 - 92 clips is expected with stride 10
2026-08-30 17:56:33.582 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1008000, length 36266
2026-08-30 17:56:33.897 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_112_112 ---- #
2026-08-30 17:56:33.907 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_112_112 and Pose 1_wayne_0_112_112 ---- #
2026-08-30 17:56:33.908 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_112_112 and Pose 1_wayne_0_112_112 ---- #
2026-08-30 17:56:33.920 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_112_112 and Pose 1_wayne_0_112_112 ---- #
2026-08-30 17:56:33.928 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 58s, pose: 58s, facial: 58s
2026-08-30 17:56:33.928 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 870, length 34
2026-08-30 17:56:33.928 | INFO     | datasets.beat:_sample_from_clip:641 - 84 clips is expected with stride 10
2026-08-30 17:56:33.928 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 928000, length 36266
2026-08-30 17:56:34.216 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_113_113 ---- #
2026-08-30 17:56:34.224 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_113_113 and Pose 1_wayne_0_113_113 ---- #
2026-08-30 17:56:34.225 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_113_113 and Pose 1_wayne_0_113_113 ---- #
2026-08-30 17:56:34.233 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_113_113 and Pose 1_wayne_0_113_113 ---- #
2026-08-30 17:56:34.239 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 41s, pose: 41s, facial: 41s
2026-08-30 17:56:34.239 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 615, length 34
2026-08-30 17:56:34.239 | INFO     | datasets.beat:_sample_from_clip:641 - 59 clips is expected with stride 10
2026-08-30 17:56:34.239 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 656000, length 36266
2026-08-30 17:56:34.447 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_114_114 ---- #
2026-08-30 17:56:34.457 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_114_114 and Pose 1_wayne_0_114_114 ---- #
2026-08-30 17:56:34.458 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_114_114 and Pose 1_wayne_0_114_114 ---- #
2026-08-30 17:56:34.469 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_114_114 and Pose 1_wayne_0_114_114 ---- #
2026-08-30 17:56:34.476 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 56s, pose: 56s, facial: 56s
2026-08-30 17:56:34.476 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 840, length 34
2026-08-30 17:56:34.476 | INFO     | datasets.beat:_sample_from_clip:641 - 81 clips is expected with stride 10
2026-08-30 17:56:34.476 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 896000, length 36266
2026-08-30 17:56:34.758 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_115_115 ---- #
2026-08-30 17:56:34.770 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_115_115 and Pose 1_wayne_0_115_115 ---- #
2026-08-30 17:56:34.771 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_115_115 and Pose 1_wayne_0_115_115 ---- #
2026-08-30 17:56:34.783 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_115_115 and Pose 1_wayne_0_115_115 ---- #
2026-08-30 17:56:34.791 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 63s, pose: 63s, facial: 63s
2026-08-30 17:56:34.791 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 945, length 34
2026-08-30 17:56:34.791 | INFO     | datasets.beat:_sample_from_clip:641 - 92 clips is expected with stride 10
2026-08-30 17:56:34.791 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1008000, length 36266
2026-08-30 17:56:35.110 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_116_116 ---- #
2026-08-30 17:56:35.123 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_116_116 and Pose 1_wayne_0_116_116 ---- #
2026-08-30 17:56:35.125 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_116_116 and Pose 1_wayne_0_116_116 ---- #
2026-08-30 17:56:35.140 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_116_116 and Pose 1_wayne_0_116_116 ---- #
2026-08-30 17:56:35.151 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 75s, pose: 75s, facial: 75s
2026-08-30 17:56:35.151 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1125, length 34
2026-08-30 17:56:35.151 | INFO     | datasets.beat:_sample_from_clip:641 - 110 clips is expected with stride 10
2026-08-30 17:56:35.151 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1200000, length 36266
2026-08-30 17:56:35.527 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_117_117 ---- #
2026-08-30 17:56:35.535 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_117_117 and Pose 1_wayne_0_117_117 ---- #
2026-08-30 17:56:35.536 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_117_117 and Pose 1_wayne_0_117_117 ---- #
2026-08-30 17:56:35.544 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_117_117 and Pose 1_wayne_0_117_117 ---- #
2026-08-30 17:56:35.549 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 41s, pose: 41s, facial: 41s
2026-08-30 17:56:35.549 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 615, length 34
2026-08-30 17:56:35.550 | INFO     | datasets.beat:_sample_from_clip:641 - 59 clips is expected with stride 10
2026-08-30 17:56:35.550 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 656000, length 36266
2026-08-30 17:56:35.752 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_118_118 ---- #
2026-08-30 17:56:35.760 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_118_118 and Pose 1_wayne_0_118_118 ---- #
2026-08-30 17:56:35.760 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_118_118 and Pose 1_wayne_0_118_118 ---- #
2026-08-30 17:56:35.769 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_118_118 and Pose 1_wayne_0_118_118 ---- #
2026-08-30 17:56:35.774 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 43s, pose: 47s, facial: 43s
2026-08-30 17:56:35.775 | WARNING  | datasets.beat:_sample_from_clip:618 - reduce to 43s, ignore 4s
2026-08-30 17:56:35.775 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 645, length 34
2026-08-30 17:56:35.775 | INFO     | datasets.beat:_sample_from_clip:641 - 62 clips is expected with stride 10
2026-08-30 17:56:35.775 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 688000, length 36266
2026-08-30 17:56:35.988 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_11_11 ---- #
2026-08-30 17:56:35.999 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_11_11 and Pose 1_wayne_0_11_11 ---- #
2026-08-30 17:56:36.000 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_11_11 and Pose 1_wayne_0_11_11 ---- #
2026-08-30 17:56:36.012 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_11_11 and Pose 1_wayne_0_11_11 ---- #
2026-08-30 17:56:36.020 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 62s, pose: 62s, facial: 62s
2026-08-30 17:56:36.020 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 930, length 34
2026-08-30 17:56:36.020 | INFO     | datasets.beat:_sample_from_clip:641 - 90 clips is expected with stride 10
2026-08-30 17:56:36.020 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 992000, length 36266
2026-08-30 17:56:36.328 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_12_12 ---- #
2026-08-30 17:56:36.340 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_12_12 and Pose 1_wayne_0_12_12 ---- #
2026-08-30 17:56:36.341 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_12_12 and Pose 1_wayne_0_12_12 ---- #
2026-08-30 17:56:36.354 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_12_12 and Pose 1_wayne_0_12_12 ---- #
2026-08-30 17:56:36.363 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 68s, pose: 68s, facial: 68s
2026-08-30 17:56:36.363 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1020, length 34
2026-08-30 17:56:36.364 | INFO     | datasets.beat:_sample_from_clip:641 - 99 clips is expected with stride 10
2026-08-30 17:56:36.364 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1088000, length 36266
2026-08-30 17:56:36.715 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_13_13 ---- #
2026-08-30 17:56:36.728 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_13_13 and Pose 1_wayne_0_13_13 ---- #
2026-08-30 17:56:36.729 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_13_13 and Pose 1_wayne_0_13_13 ---- #
2026-08-30 17:56:36.742 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_13_13 and Pose 1_wayne_0_13_13 ---- #
2026-08-30 17:56:36.750 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 68s, pose: 68s, facial: 68s
2026-08-30 17:56:36.751 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1020, length 34
2026-08-30 17:56:36.751 | INFO     | datasets.beat:_sample_from_clip:641 - 99 clips is expected with stride 10
2026-08-30 17:56:36.751 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1088000, length 36266
2026-08-30 17:56:37.083 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_14_14 ---- #
2026-08-30 17:56:37.096 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_14_14 and Pose 1_wayne_0_14_14 ---- #
2026-08-30 17:56:37.097 | INFO     | datasets.beat:cache_generation:525 - # ---- Building cache for Facial 1_wayne_0_14_14 and Pose 1_wayne_0_14_14 ---- #
2026-08-30 17:56:37.111 | INFO     | datasets.beat:cache_generation:548 - # ---- Building cache for Sem    1_wayne_0_14_14 and Pose 1_wayne_0_14_14 ---- #
2026-08-30 17:56:37.121 | INFO     | datasets.beat:_sample_from_clip:614 - audio: 73s, pose: 73s, facial: 73s
2026-08-30 17:56:37.121 | INFO     | datasets.beat:_sample_from_clip:640 - pose from frame 0 to 1095, length 34
2026-08-30 17:56:37.121 | INFO     | datasets.beat:_sample_from_clip:641 - 107 clips is expected with stride 10
2026-08-30 17:56:37.121 | INFO     | datasets.beat:_sample_from_clip:650 - audio from frame 0 to 1168000, length 36266
2026-08-30 17:56:37.484 | INFO     | datasets.beat:cache_generation:496 - # ---- Building cache for Pose   1_wayne_0_15_15 ---- #
2026-08-30 17:56:37.499 | INFO     | datasets.beat:cache_generation:504 - # ---- Building cache for Audio  1_wayne_0_15_15 and Pose 1_wayne_0_15_15 ---- #
